skill_id,unique_skill_title,unique_skill_description,skill_type,is_emerging_skill,is_casl_skill
skill_b4432c2f4bed,Inter-professional Collaboration,Apply an integrated approach to coordinate and deliver inter-professional interventions to clients,tsc,False,False
skill_94c1f100bba9,Interaction Design,"Create wireframes and prototypes of products and/or interactive systems, and reviewing the designs to ensure appropriate interaction design methods are applied for users to achieve their objectives",tsc,True,False
skill_9ce390f0bed0,Interaction and Relationship,Develop trusting and respectful relationships with children,tsc,False,False
skill_0bc3e56f05f9,Interface Management,Conduct interface management activities to integrate systems,tsc,False,False
skill_8b8f872af985,Internal Audit Engagement Execution,"Execute and review internal audit engagements, document and communicate findings in accordance with the International Professional Practices Framework",tsc,False,False
skill_491b67c33f22,Internal Audit Engagement Planning,Determine priorities of the internal audit and plan the timing and scope of audit procedures and resources,tsc,False,False
skill_d91fd90cecac,Internal Audit Function Management,Develop and manage the Internal Audit function,tsc,False,False
skill_713e88acc79b,Internal Audit Quality Assurance,Develop the Quality Assurance and Improvement Programme,tsc,False,False
skill_05618da8e4bf,Internal Controls,Evaluate and assess the effectiveness and efficiency of internal controls within the organisation,tsc,False,True
skill_91a2e9ab5bcd,Internal Controls in Product Development,Evaluate effectiveness and efficiency of internal controls during product development,tsc,False,True
skill_b25e810a6a33,International Air Transport Association Safety Audit for Ground Operations Implementation,Maintain safety and reduce risks in ground handling services and operations through the implementation of International Air Transport Association (IATA) Safety Audit for Ground Operations (ISAGO) standards,tsc,False,False
skill_a09e320fc0e4,International Marketing Programmes Management,"Research and evaluate international marketing programmes, implementing and formulating objectives to determine key performance indicators that meet organisational requirements",tsc,False,False
skill_a755c4539fff,International Trade Legislation Compliance,Identify all aspects of international trade processes and foreign and multilateral trade laws for regulatory compliance,tsc,False,False
skill_283e66a48cb4,International Trade Legislation for Business,Identify all aspects of international trade processes and foreign and multilateral trade laws for food product export business,tsc,False,False
skill_73d497eeb27c,Internet of Things Application,Implement Internet of Things (IoT) technologies to drive efficiency and effectiveness of operations,tsc,True,False
skill_2e6d11f3b514,Internet of Things Management,"Interrelate and integrate computing devices, equipment, machines, and buildings in a networked environment to provide specific solutions by communicating, collecting, and exchanging data",tsc,False,False
skill_86c013fc8b4f,Intervention Implementation,"Perform the appropriate interventions based on client's needs, conditions and care plan",tsc,False,True
skill_2892c7a6874c,Intervention Implementation in Therapy Support,Provide support to therapists in performing interventions,tsc,True,False
skill_7cd40d0ef5f3,Intervention Planning in Genetic Counselling,Develop targeted intervention plans according to patient conditions and clinical practice guidelines,tsc,False,False
skill_6150eafe6488,Intervention Planning in Occupational Therapy,Develop targeted intervention plans according to client conditions and clinical practice guidelines,tsc,True,False
skill_e45cde2acd97,Intervention Planning in Speech Therapy,Plan interventions with appropriate treatment goals for clients,tsc,True,False
skill_c21d84046cea,Interviewing,Conduct and follow up on interviews according to established interview objectives and organisation's selection procedures,tsc,False,False
skill_9fe5f5fe8fa8,Intimacy Movement Choreography and Direction,Choreograph movements for intimacy scenes and bridge communications for cast and director and establish safety protocols,tsc,False,False
skill_01ebbdbf064d,Inventory Control and Equipment Maintenance,Perform inventory control and maintain equipment,tsc,False,False
skill_a00d2031c6bb,Inventory Control and Equipment Maintenance in Rehabilitation Care,Perform inventory control and maintain equipment for the therapy department,tsc,False,False
skill_3c40a44bb41f,Inventory Management,"Formulate and implement inventory management strategies to ensure the availability of equipment, tools, and materials for engineering projects, and manage receipt, dispatch, and storage of goods while maintaining inventory control to oversee stock movement and purchase effectively",tsc,False,False
skill_36b5a14ec7c3,Inventory Management in Rehabilitation Therapy,Manage inventory control of the department,tsc,False,False
skill_7b895c0fc481,Inventory Procurement for Pharmacy Support,"Support, plan, execute and review the procurement of drugs",tsc,False,False
skill_b9e108e27a9b,Investment Financial Modelling,Develop financial models and valuation models to arrive at a valuation conclusion,tsc,False,False
skill_cd04cfdb0d9d,Involuntary Exit Management,"Establish and implement frameworks, guidelines, policies and processes to manage involuntary exits",tsc,False,False
skill_a6d553675687,Jigs and Fixtures Design,Facilitate implementation of product and production operations by designing jigs and fixtures,tsc,False,False
skill_f51701e4e699,Job Analysis and Evaluation,"Define and evaluate job requirements and expectations against specific metrics, structures or systems",tsc,False,False
skill_7e23edbc184a,Joining and Welding,"Manage welding applications to join metallic parts and components using appropriate tools, equipment, and methods. Perform welding operations following technical manuals and procedures as well as fabricate components by applying heat, pressure, and friction to join structures",tsc,False,False
skill_7b0f996352fb,Kitchen Production Scheduling,Manage production of in-flight meals based on airline and flight requirements,tsc,False,False
skill_5ab5d977bc45,Knowledge Management,"Develop and deploy systematic management of information within databases, documents, policies, and procedures, and promote knowledge as a strategic organisational asset and key enabler of organisational learning. Drive knowledge management by establishing, maintaining, and improving processes and systems",tsc,False,True
skill_5213f2777823,Knowledge Management System Implementation,"Develop and adopt knowledge management systems to ensure integrated support, analysis, and development of all supporting systems, guaranteeing high and continuing efficiency benefits to the organisation",tsc,False,False
skill_945cc312fd52,LED Technology and Processing,"Manage the installation and synchronisation, and optimisation of LED technology",tsc,False,False
skill_75260587c0bd,LED Volume Setup and Configuration,"Expertise in setting up, installing, and configuring LED volumes for virtual production, including knowledge of hardware components, wiring, and system integration",tsc,False,False
skill_44abedc58ba5,LED Volume Workflow Design,"Design, implement and manage the workflow for operating LED volumes in virtual production",tsc,False,False
skill_d69c2830901a,Laboratory Data Analysis,Analyse laboratory data,tsc,False,False
skill_56b61429c1ae,Laboratory Data Reporting and Analysis Management,"Manage laboratory data for reporting and analysis purposes, ranging from collation, record, access and retrieval from the laboratory information management systems (LIMS)",tsc,False,False
skill_7c18f5f1c6f0,Laboratory Equipment Maintenance and Calibration Management,"Maintain laboratory equipment to ensure maximum availability of equipment and accuracy of measurements based on the organisation's standards and vendors' operating, maintenance and calibration instructions",tsc,False,False
skill_683d8c1c786b,Laboratory Management,"Implement good laboratory practice procedures to meet performance, quality, and health and safety standards",tsc,False,False
skill_78fe842199de,Laboratory Operations Management,"Manage laboratory operational activities including all analyses, work planning, scheduling, testing and validation required to meet internal and external customer requirements",tsc,False,False
skill_ec93e6588384,Labour Relations Management,"Manage labour relations to support, enhance and strengthen the relationships amongst trade unions, work councils and employee forums",tsc,False,True
skill_7dbad4788624,Landscape Drainage Management,Manage drainage systems as part of landscape implementation and maintenance,tsc,False,False
skill_4615291c542d,Landscape Irrigation Management,Perform and manage efficient watering and/or irrigation activities for the growth of plants,tsc,False,True
skill_6c476c118805,"Landscape Tools, Equipment and Machinery Management","Manage the safe and effective use of tools, equipment and machinery in landscape operations",tsc,False,True
skill_798c1c33e513,Laser and Optics Application,Automate manufacturing processes using laser and optics by introducing amplified electromagnetism and optical technologies for steelwork and alignment processes,tsc,True,False
skill_a18d9b3b9f8e,Lashing,Carry out lashing operations with proper adherence to Workplace Safety and Health (WSH) requirements and coordination of lashing teams,tsc,False,False
skill_f40dc8166bce,Launch Planning and Management,"Execute launching procedures for ships, rigs and/or conversions by employing gravitational, mechanical, floating, airbag and other launching techniques",tsc,False,True
skill_c4ada443ff22,Laundry Operations Management,Manage the provision of laundry services to ensure timely delivery of processed laundry to external and internal customers,tsc,False,False
skill_3c27eb5c30b8,Layout Sequencing,Develop and optimise layout sequences,tsc,False,False
skill_b26ca78ef690,Leadership Development,Build a culture of strong leadership and drive initiatives to facilitate the development of leadership capabilities in the organisation,tsc,False,False
skill_ace977fe4a75,Lean Manufacturing,"Apply lean concepts, tools, and techniques to improve workplace and manufacturing efficiency",tsc,False,False
skill_bdefd37ea871,Learner Assessments,Evaluate learners' knowledge to develop self-regulated learners,tsc,False,False
skill_e89aa4d09b41,Learner Profile Analysis,Assess learner demographics to formulate learning design and delivery approaches,tsc,False,False
skill_921ce8671765,Learning Agility,Deploy different learning approaches which enable continuous learning across different contexts to drive self-development and the achievement of long-term career goals,ccs,False,False
skill_532504ee3244,Learning Analytics,"Analyse data to glean insights and drive decision making to enhance learning delivery, in accordance with governance and management policies for the handling of data at various stages of its lifecycle",tsc,False,False
skill_c9b79c7341bd,Learning Environment Design,Design learning environment to meet children's specific developmental and learning needs,tsc,False,False
skill_a7034d3b3d3c,Learning Environment Design for Early Childhood,Design learning environment to meet children's specific developmental and learning needs,tsc,False,False
skill_257c63277202,Learning Experience Delivery,"Drive learning delivery activities to facilitate learning experiences, knowledge transfer and skills application",tsc,True,False
skill_c76e949055e2,Learning Experience Evaluation,Assess overall learning experiences to measure effectiveness and drive excellence across all learning activities,tsc,False,False
skill_65cf40d842cd,Learning Experience Evaluation and Enhancement,Evaluate student experience and address learning challenges to measure effectiveness and drive excellence across all learning activities in alignment with quality assurance policies and systems,tsc,False,False
skill_16613c4f735b,Learning Framework Development,"Design and maintain a framework for identifying and meeting the learning needs of students, staff, professionals and the public",tsc,False,False
skill_2aa5f829aa76,Learning Mode Design,"Assess, design and integrate suitable learning modes to drive desired learning experiences",tsc,True,False
skill_f396fa384470,Learning Needs Analysis,"Identify learning needs in the workplace, department, or division using the Learning Needs Analysis Framework. Analyse and assess capability and performance gaps within the organisation to determine learning needs",tsc,False,True
skill_e2587b721193,Learning Programme Delivery,"Deliver learning experiences according to the profile and learning needs of the students, staff and/or professionals",tsc,False,False
skill_8e6dd099ba80,Learning Programme Design,"Plan and design learning experiences that fulfill required skills and competency outcomes while engaging students, staff, professionals, and the public intellectually and academically",tsc,False,False
skill_e39ef910009d,Learning Programme Evaluation,Evaluate the effectiveness of learning experiences and modify the teaching approaches and materials accordingly,tsc,False,False
skill_24aa9f829467,Learning Programme Management,Manage the implementation and development of programmes to facilitate achievement of organisation's objectives and growth,tsc,False,False
skill_a27c73aad986,Learning Solution Design,Design and evaluate learning solutions which drive performance enhancement,tsc,True,False
skill_aeebef411928,Learning Space Design,Design learning environments aligned with desired learning experiences and outcomes,tsc,False,False
skill_d953ae68bd95,Learning Strategy and Framework Development,"Design learning strategy and philosophy to define best practices for how arts students will develop the desired skills, qualities, experience, and behaviours necessary to achieve their learning objectives through the curriculum",tsc,False,False
skill_0c3abe743968,Learning Support Session Planning and Implementation,Plan and implement Learning Support sessions to meet specific developmental and learning needs of children,tsc,False,False
skill_8c044b4ac4f4,Learning Technology Design,Design learning technologies to enhance learning experience and delivery,tsc,True,False
skill_c28173255387,Learning and Development,"Develop and manage learning and development activities to enhance employees' potential and capabilities, support continuous learning, and meet the organisation's capability development needs by implementing frameworks and providing professional development support",tsc,False,True
skill_1c51291dba01,Learning and Development Framework Management,Develop and apply a learning and development framework to manage competency and capability development for the organisation,tsc,False,False
skill_6427fd89b7d0,Learning and Development Programme Management,Establish and implement learning and development programmes and channels to facilitate employees' growth and capability building,tsc,False,True
skill_b90108775b89,Learning and Development Strategy,Drive a learning and development culture by developing strategies to enhance workforce capability and create a learning strategy and philosophy that boosts business performance,tsc,False,False
skill_f00db4b982cd,Legal Advisory for Carbon Products and Activities,"Provide legal advisory services for carbon products and activities, guiding organisations on how to navigate the complex regulatory landscapes of carbon markets. Ensure compliance with relevant laws, conduct due diligence on carbon products and mitigate risks associated with the contractual elements on carbon products and activities.",tsc,False,False
skill_b50baca79297,Legal Advocacy,Represent and defend the rights and interests of a client in dispute resolution,tsc,False,False
skill_f124bf2d1b67,Legal Business Acumen,Understand the business environment and the organisation's commercial needs to provide appropriate legal advice,tsc,False,False
skill_138908e23331,Legal Drafting and Writing,"Produce legal documents through the identification, application and presentation of relevant facts and laws to communicate specific messages in an organised and logical format",tsc,False,False
skill_540c01b9a35c,Legal Interviewing,Conduct an interview to obtain information about a matter to identify facts and legal issues,tsc,False,False
skill_fd8c490d283f,Legal Matter Management,"Manage, coordinate and oversee various aspects of a legal matter",tsc,False,False
skill_5a5634e7c190,Legal Research and Analysis,Find relevant legal information and apply legal reasoning to issues arising from the facts of a matter to determine a legal position or solution,tsc,False,False
skill_713f1d1f35d9,Legal Writing,Present and convey legal advice or opinion in writing to express a legal position,tsc,False,True
skill_2893d213873c,Legal and Compliance Management,Develop and implement compliance programs to manage the organisation's adherence to relevant legislative and regulatory requirements and standards,tsc,False,False
skill_0420ea87da69,Lesson Delivery and Classroom Management,"Facilitate classroom instruction to deliver curriculum with positive learning outcomes, observe student engagement, provide environmental comfort, and deliver learning materials, and activity. Optimize learning experience through technologies",tsc,False,False
skill_18693699a1ed,Lesson Planning,"Prepare class materials, facilitation approach, and relevant content and activities from the curriculum, including digital aids, in advance of lesson to ensure effective delivery and instruction",tsc,False,False
skill_0723da330a5e,Level Design,"Design worlds, levels, missions and quests within the game universe to deliver an engaging user experience",tsc,False,False
skill_ff6a2c9426fd,Life Cycle Costing and Analysis,"Analyse, estimate and manage costs for cost efficiency and value maximisation throughout building life cycle",tsc,False,False
skill_1cb9a5218792,Lift Planning and Management,Implement rigging procedures to ensure safe operation of lifting gears by employing prescribed slinging techniques depending upon load and external conditions,tsc,False,False
skill_1eb0c7e4b05a,Lift Systems Maintenance and Management,Implement preventive and corrective maintenance of lift systems,tsc,False,False
skill_fc46999ae5e0,Lifts and Escalators Systems Design,Design energy-efficient lifts and escalators,tsc,False,False
skill_5203daf6a011,Lighting Conceptualisation and Design,Envisage the lighting concepts and designs required to achieve the creative vision of productions,tsc,False,False
skill_3af21a8daad5,Lighting Conceptualisation and Design for Production,Envisage the lighting concepts and designs required to achieve the creative vision of productions,tsc,False,False
skill_c76c7938591a,Lighting Design Optimisation,"Optimise lighting designs to create better ambiences while achieving energy efficiency, sustainability and maintainability results",tsc,False,False
skill_c34ff26cc240,Lighting Operations,Manage the set-up and operations of lighting equipment during productions,tsc,False,True
skill_a90f6750c453,Lighting Operations in Digital Lighting Control,Manage the set-up and operations of DMX lighting equipment during productions,tsc,False,False
skill_fe21c6a40d6b,Lightning Protection Systems Design,Design lightning protection systems incorporating safety features and standards,tsc,False,False
skill_148bed9066ed,Linen and Uniform Room Operations Management,Manage linen and uniform room operations to ensure timely delivery of clean uniform and linen supplies to staff and relevant departments to meet daily operational requirements,tsc,False,False
skill_ba482b76174a,Liquefied Natural Gas Breakbulk Services Management,Manage breakbulk services for optimal delivery,tsc,False,False
skill_15ceec5f1acb,Litigation Support,Provide evidence and testimonies to be used in litigation,tsc,False,False
skill_eaeea3bfbca9,Livestock Cargo Administration,"Arrange transportation of livestock cargo including documentation, cargo inspection and compliance with regulatory requirements",tsc,False,False
skill_0857820ebb41,Load Control Documentation,Complete load control documents to facilitate aircraft loading,tsc,False,False
skill_7cef32c2d954,Load Profile and Capacity Certificate Management,Manage load profiles and capacity certificates,tsc,False,False
skill_e4c3bc39faf3,Local Exhaust Ventilation System Management,"Apply a design and qualitative approach to assess the effectiveness, performance and compliance of the local exhaust ventilation systems",tsc,False,False
skill_06552edb1b0f,Location Scouting and Management,Identify and evaluate various locations to meet production requirements for shooting,tsc,False,False
skill_f27ffc3b54e2,Locomotive Maintenance,Implement preventive and corrective maintenance activities of locomotive,tsc,False,False
skill_d828a7978208,Logistics Operations Research and Planning,"Adopt advanced quantitative methods to analyse, design, plan and control logistics systems in order to support business requirements",tsc,False,False
skill_b5d6668ec0a9,Logistics Process Quality Management,Apply processes to align all components of business to quality requirements of the organisation in order to maximise quality and reduction of waste,tsc,False,False
skill_711200987a17,Logistics Solution Design Thinking,"Construct solutions based upon logic, imagination, intuition and systemic reasoning to explore possibilities of what can be and create desired outcomes that benefit the organisation and customers when designing logistics solution",tsc,False,False
skill_cbe9478a5b71,Logistics Solution Product/Project Management,"Manage activities to meet project requirements and translate to plans that deliver on time, on-budget learning and integration that organisations need",tsc,False,False
skill_b52824b19936,Logistics Solutions Marketing,"Plan, implement and control business activities to conduct buying and selling of product offerings or services between buyers and sellers of logistics services",tsc,False,False
skill_de3548d94c53,Logistics Solutions Sales,"Identify customer needs, evaluate these needs and identify probable solutions so as to sell logistics solutions and services to solve the needs of customers",tsc,False,False
skill_c6a51293a53b,Lookdev,"Define and develop the final look of characters, environments, and effects to meet the creative vision",tsc,False,False
skill_74a770b74618,Loss and Risk Prevention Management,"Manage loss and risk policies and procedures to prevent loss and risk incidents in daily business operations to safeguard the property, safety and well-being of guests and/or customers",tsc,False,True
skill_feadf3dbb099,Low Voltage Power Systems Maintenance,Implement preventive and corrective maintenance activities of low voltage power systems,tsc,False,False
skill_72bd8c2c5db9,Low Voltage Switchboard Maintenance,Implement preventive and corrective maintenance activities of low voltage switchboard,tsc,False,False
skill_d09811dd79f8,Low-Temperature Gasification and Pyrolysis for E-waste Recycling,"Utilise low-temperature combined gasification and pyrolysis technology to achieve sustainable electronic-waste (e-waste) recycling. Optimise the breakdown of electronic materials at lower temperatures to enhance resource recovery while minimising waste and environmental impact. Design and implement optimised recycling processes, perform material characterisation, and ensure regulatory compliance to enhance the quality and scalability of material recovery.",tsc,False,False
skill_295cf5ea96a6,Machining,"Manage and perform machining activities, maintain products and components, incorporating computer numerical control and computer-aided manufacturing processes, and fabricate components through controlled removal of materials from given blocks or pieces",tsc,False,False
skill_0675dc8f949f,Macroeconomic Analysis,Evaluate impact of external factors on the organisation,tsc,False,False
skill_0df70935b675,Maintenance Coordination,"Develop and execute organisational maintenance strategies and systems for equipment, plant, and programmes",tsc,False,True
skill_916568127ebd,Maintenance Integrity and Reliability Framework Development and Implementation,Develop and implement maintenance integrity and reliability frameworks to ensure availability and reliability of process plants and equipment,tsc,False,False
skill_f89fd30ac501,Maintenance Organisation Structure Management,"Form and upkeep a maintenance organisation structure for aircraft, engine and component maintenance in accordance with legislative requirements",tsc,False,False
skill_c47ceb6f60ff,Maintenance Planning and Scheduling,Develop and execute maintenance plans and schedules to optimise plant availability and reliability,tsc,False,False
skill_8ff5ee5102af,Maintenance Scheduling,Plan and manage maintenance schedules following organisational standards and Original Equipment Manufacturer recommendations,tsc,False,True
skill_ce442b315bbf,Maintenance Strategy Development,Develop a corrective and preventive maintenance strategy,tsc,False,False
skill_756e75b59c92,Maintenance Strategy Management,Formulate and implement organisational maintenance strategies to enhance performance and operational reliability,tsc,False,False
skill_65b6bb8be582,Maintenance and Repair,Manage and oversee shipboard maintenance and repairs,tsc,False,False
skill_8025142daea9,Major Hazard Installation Safety Case Management,"Develop Major Hazard Installation (MHI) Safety Cases to mitigate risks arising from major accident hazards, and reduce risks to As Low As Reasonably Practicable (ALARP)",tsc,False,False
skill_cfdce58fad38,Make-up Design (and Special Effects),Create make-up designs for performers appearing in a production and instruct make-up artists in the proper application of make-up to keep the look of each performer authentic in line with production requirements,tsc,False,False
skill_37815dcf7c27,Makeup Application,"Apply or remove makeup products, with or without the use of devices to achieved desired looks, while maintaining facial skin condition",tsc,False,False
skill_6a82b77e763f,Makeup Image Design,Develop and conceptualise new makeup designs according to customer specifications and production themes,tsc,False,False
skill_3bd2282432af,Malay Dry-Heat Dish Preparation and Cooking,Prepare and present standard and complex Malay dry-heat dishes,tsc,False,False
skill_d0ae39c191b0,Malay Moist-Heat Dish Preparation and Cooking,Prepare and present standard and complex Malay moist-heat dishes,tsc,False,False
skill_c174a2e8053d,Manage Work at Height,"Plan, supervise, assess and manage work at height practices in accordance with workplace safety and health regulations",tsc,False,False
skill_4c0c9ba9f9b1,Manage Workplace Safety and Health in Construction Sites,Manage workplace safety and health in construction sites through worksite safety and health management systems to ensure safety and health measures are put in place in construction activities in accordance with prevailing workplace safety and health regulations and organisational procedures,tsc,False,False
skill_2d1c3eb07a79,Manage Workplace Safety and Health in Shipbuilding and Ship Repair,Manage workplace safety and health in shipbuilding and ship repair and coordinate construction and/or repair of the ship activities safely in accordance with prevailing workplace safety and health regulations and organisational procedures,tsc,False,False
skill_c45805e52753,Management Decision Making,Make financial decisions based on management reports,tsc,False,False
skill_ba15cfdda962,Manpower Forecasting,Estimate and fulfil manpower requirements to achieve business goals and targets,tsc,False,False
skill_2be4e86e206a,Manpower Planning,"Develop and implement manpower plans to support both strategic and operational needs, and estimate and fulfil manpower requirements to achieve business goals and targets",tsc,True,False
skill_29e39071edbd,Manpower Planning and Deployment,Develop and implement manpower plans to support and meet the organisation's strategic and operational needs,tsc,False,True
skill_59c5ec837412,Manual and Digital Drawings Production,"Develop drawing requirements, evaluate drawing conventions and specifications, as well as identify production materials and methods",tsc,False,False
skill_7372b6463f0a,Manufacturing Equipment Operation and Control,Operate production equipment ensuring optimal conditions for biopharmaceuticals manufacturing production,tsc,False,False
skill_b6033eceeded,Manufacturing Operation Management,Manage the manufacturing operations' Standard Operating Procedures (SOPs) to ensure consistent results of each manufacturing process as well as define and standardise the exact steps to perform specific tasks,tsc,False,False
skill_aa96dee1dbf2,Manufacturing Process Design,Analyse the design of the product to identify potential manufacturing risks and problems for the reduction of manufacturing costs,tsc,False,False
skill_cafc58c27f99,Manufacturing Process Management,"Conduct process engineering to ensure manufacturing stability, troubleshoot deviations, and propose performance improvement strategies",tsc,False,False
skill_6d5e5bb4e198,Manufacturing Production Planning and Scheduling,Develop and execute strategic manufacturing production planning and scheduling to meet production targets and cycle time indices,tsc,False,False
skill_3b2e11ffc341,Manufacturing Systems Operation and Control,Operate technical systems in manufacturing,tsc,False,False
skill_a0563d5b5ec2,Manufacturing Technology,"Optimise manufacturing processes, utilising available and applicable technologies",tsc,False,False
skill_778bba9eb60a,Manufacturing Workflow Management,Manage manufacturing operations to ensure timely and quality delivery of production outcomes,tsc,False,True
skill_0424ae6083e6,Marine Auxiliary System Maintenance,Diagnose and rectify systems and machinery components on board ships and rigs,tsc,False,False
skill_b8bc65161eca,Marine Design Customisation,Customise engineering solutions to meet exceptional customers’ requirements beyond typical scoping of existing product portfolios and/or capabilities,tsc,False,True
skill_51e839bc4643,Marine Engineering Calculations,Apply mathematical formulae and principles of numerical analysis to marine engineering applications,tsc,False,True
skill_b4a793f62e84,Marine Equipment Material Selection,Select appropriate materials to be used for marine equipment and components based on material property applications and industry requirements,tsc,False,False
skill_335cd1bf39e8,Marine Equipment and System Maintenance,Formulate and execute corrective and/or preventative maintenance activities for marine equipment and systems used on ships and rigs,tsc,False,False
skill_07064634ca68,Marine Incident and Accident Investigations,"Investigate different types of marine incidents and accidents in collaboration with other relevant agencies, where necessary, to determine their causes and recommend preventive measures",tsc,False,True
skill_f3b8da40d4ff,Marine Insurance Claims Handling,Handle assessment and investigation of marine insurance claims to ensure efficiency and effectiveness of claims functions and reduce risk exposure,tsc,False,False
skill_c4daa06b81c3,Marine Insurance Underwriting Profitability and Efficiency Management,Manage profitability and effectiveness of marine insurance underwriting function according to organisation's strategies,tsc,False,True
skill_6f5fb5d0a340,Marine Survey Reporting,Prepare and approve marine survey reports to set out technical findings and recommendations,tsc,False,True
skill_7be113c3338c,Maritime Charging Infrastructure,"Configure, install, and maintain maritime charging infrastructure for electrified marine vessels. Identify suitable sites for charging stations, ensuring seamless integration into existing electrical grids and compliance with maritime and environmental regulations",tsc,False,False
skill_0683a60a9491,Maritime Emergency Response Management,Manage emergency response plans for the range of contingencies affecting the maritime sector,tsc,False,True
skill_504ef979c8c9,Maritime Hazards Identification,Implement systematic approaches for hazard identification and risk assessment to eliminate or reduce risks effectively in maritime and shipping operations,tsc,False,True
skill_642161c3011c,Maritime Incident Management,"Apply a systematic and objective approach in health, safety, security, environment and quality (HSSEQ) incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",tsc,False,True
skill_a6d6d67d9308,Maritime Safety Culture Management,"Create and maintain a health, safety, security, environment and quality (HSSEQ) culture based on a common set of attitudes, behaviours, and competencies",tsc,False,False
skill_7148df0159e4,Maritime Safety Performance Management,"Establish and monitor indicators measuring effectiveness of health, safety, security, environment and quality (HSSEQ) and work procedures in preventing incidents and safeguarding employees",tsc,False,False
skill_81b56cb2486d,Maritime Safety Policy Development,"Develop organisational health, safety, security, environment and quality (HSSEQ) policies to ensure compliance by applying knowledge of maritime and shipping-related regulations and staying abreast of regulatory changes and practices",tsc,False,False
skill_38e9d2be0de4,Market Demand and Feedstock Management,"Manage feed supply for market demand and respond to feed shortfall, opportunity realisation for feed surplus and/or changes in customer demand",tsc,False,False
skill_3969dd1a7b12,Market Entry Strategy Formulation,"Develop strategic plans to enter identified markets based on assessed costs, benefits, and risks",tsc,False,True
skill_d7a26a926582,Market Evaluation,"Determine the viability of entering new markets, and develop adaptation strategies to customise products and services for the markets",tsc,False,False
skill_4535339c2f13,Market Intelligence,Implement market intelligence systems for the systematic collection and analysis of information about the market and trends in order to build competitive advantages,tsc,False,False
skill_81e7bf6a7b81,Market Liquidity and Counterparty Matching,Determine price sensitivity of bid and offer quotes from market participants to negotiate and match the best available bid quotes with offer quotes between two counterparties using effective negotiation strategies in client conversations,tsc,False,False
skill_bd72474fc17f,Market Profiling,"Segment the markets, select the targeting strategies and tactics, profile the target segments and develop the positioning strategies as well as implementation activities",tsc,False,False
skill_edf28389c1fc,Market Research,"Conduct research on industry, customer, and competitor trends to shape business development strategies, establish procedures for gathering and interpreting market information, and formulate market research frameworks and plans to forecast emerging needs, identify opportunities for enhancing product suites, and support business strategies and revenue growth",tsc,True,False
skill_7326d4cfec31,Market Research and Analysis,"Develop market analysis frameworks and objectives to guide and conduct analyses of market trends, developments, competitive factors and economic changes to identify useful business insights, drive economic decisions and forecast market needs",tsc,False,False
skill_175778071902,Market Risk Management,"Identify, monitor, and manage market risks including foreign exchange, interest rates, credit spreads, and liquidity, and implement risk mitigation plans in adherence to financial market risk limits and guidelines",tsc,False,True
skill_535f6c2307b7,Market Specialisation,Apply market and industry knowledge to key service offerings as well as understand relevant laws and regulations in relevant markets to be able to customise advice to clients,tsc,False,False
skill_270740483318,Market Trend Analysis,"Conduct marketing and digital research to uncover market, customer, and competitor trends, extracting valuable business insights. Manage and execute situational analysis to identify new opportunities, evaluate marketing effectiveness, and develop strategies to optimise efforts",tsc,False,False
skill_5777294ff2cf,Marketing Campaign Management,Develop evaluation strategies for marketing campaign effectiveness and analyse data to provide recommendations for improvements in future marketing campaigns,tsc,False,False
skill_8f8ef5624807,Marketing Communications Plan Development,"Formulate, develop and implement marketing communications plans and evaluate tools and vehicles appropriate to reflect effective execution of communication strategies",tsc,False,False
skill_4515e6124a5a,Marketing Content Development,Manage the development of content for marketing collaterals,tsc,False,False
skill_615404fb8aa2,Marketing Management,Manage organisation's marketing plans,tsc,False,False
skill_3ea38875e0fc,Marketing Mix Management,"Establish marketing mix frameworks which include development of products, prices, places and promotions as well as, identify levels of customer touch-points",tsc,False,False
skill_21a58e528aed,Marketing Operations Management,Execute marketing tasks and activity operations,tsc,False,False
skill_f79e0334889a,Marketing Strategy,"Define an organisational marketing strategy, consider critical industry trends, customer segments and market developments as well as the communication and implementation of the strategy",tsc,False,False
skill_d43cf80f7a7b,Marketing Strategy Development,Perform market research to determine the ideal marketing strategy and positioning of retail products,tsc,False,True
skill_c1a97f106b2e,Marketing Strategy Development and Implementation,Develop sales and marketing strategies and operational plans and evaluate performance outcomes to identify improvements to enhance sales performance and achieve organisational strategic objectives,tsc,False,False
skill_b82c86018fa0,Mass Communications Management,Establish and maintain effective internal and external communication channels to ensure timely dissemination of information of stakeholders,tsc,False,False
skill_ece4870b5555,Master Control Room Operations,"Manage playout, transmission and other broadcast processes to deliver content through linear programming over broadcast networks",tsc,False,False
skill_a10c78f9cb0c,Material Flow Modelling,"Analyse the inflow and outflow of material, substance or product flows across different industrial sectors or within ecosystems to achieve optimisation",tsc,False,False
skill_9c8fc0133a37,Material Handling Equipment (Mhe) Handling,"Operate mechanised material handling equipment including the movement, storage, control and protection of materials, goods and products",tsc,False,False
skill_0866da9d26ce,Material Joining,"Fabricate components and construct different structures by bringing together parts of different properties, dimensions and compositions",tsc,False,False
skill_72e32782b4d2,Material Management,"Establish plans, organisation procedures and controls of flow of materials from the point of origin to the point of consumption and disposal",tsc,False,False
